conceptid,Value,ValueType,Provider
DIMENSION_TYPE:1,1,sortorder,preserveSCAPES
DIMENSION_TYPE:2,2,sortorder,preserveSCAPES
DIMENSION_TYPE:3,3,sortorder,preserveSCAPES
DIMENSION_TYPE:4,4,sortorder,preserveSCAPES
DIMENSION_TYPE:5,5,sortorder,preserveSCAPES
