conceptid,Value,ValueType,Provider
OP_STATUS:1,1,sortorder,preserveSCAPES
OP_STATUS:2,2,sortorder,preserveSCAPES
OP_STATUS:3,3,sortorder,preserveSCAPES
OP_STATUS:4,4,sortorder,preserveSCAPES
OP_STATUS:5,5,sortorder,preserveSCAPES
