conceptid,Value,ValueType,Provider
SIG_AREA:1,1,sortorder,preserveSCAPES
SIG_AREA:2,2,sortorder,preserveSCAPES
SIG_AREA:3,3,sortorder,preserveSCAPES
SIG_AREA:4,4,sortorder,preserveSCAPES
SIG_AREA:5,5,sortorder,preserveSCAPES
SIG_AREA:6,6,sortorder,preserveSCAPES
SIG_AREA:7,7,sortorder,preserveSCAPES
SIG_AREA:8,8,sortorder,preserveSCAPES
SIG_AREA:9,9,sortorder,preserveSCAPES
