conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
HPMP:1,Priority 1,,HPMP_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
HPMP:2,Priority 2,,HPMP_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
HPMP:3,Priority 3,,HPMP_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
HPMP:4,n/a,,HPMP_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
