conceptid,Value,ValueType,Provider
BS_REC:1,1,sortorder,PRESERVE/scapes
BS_REC:2,2,sortorder,PRESERVE/scapes
BS_REC:3,3,sortorder,PRESERVE/scapes
BS_REC:4,4,sortorder,PRESERVE/scapes
BS_REC:5,5,sortorder,PRESERVE/scapes
BS_REC:6,6,sortorder,PRESERVE/scapes
BS_REC:7,7,sortorder,PRESERVE/scapes
