conceptid,Value,ValueType,Provider
PROB_GEOM:1,1,sortorder,PRESERVE/scapes
PROB_GEOM:2,2,sortorder,PRESERVE/scapes
PROB_GEOM:3,3,sortorder,PRESERVE/scapes
PROB_GEOM:4,4,sortorder,PRESERVE/scapes
