conceptid,Value,ValueType,Provider
REL_SIG_LVL:1,1,sortorder,PRESERVE/scapes
REL_SIG_LVL:2,2,sortorder,PRESERVE/scapes
REL_SIG_LVL:3,3,sortorder,PRESERVE/scapes
REL_SIG_LVL:4,4,sortorder,PRESERVE/scapes
REL_SIG_LVL:5,5,sortorder,PRESERVE/scapes
