conceptid,Value,ValueType,Provider
EA_TYPE:1,1,sortorder,PRESERVE/scapes
EA_TYPE:2,2,sortorder,PRESERVE/scapes
EA_TYPE:3,3,sortorder,PRESERVE/scapes
