conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
MEASUREMENT_TYPE:1,length,,MEASUREMENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,EH
MEASUREMENT_TYPE:2,depth,,MEASUREMENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,EH
MEASUREMENT_TYPE:3,width,,MEASUREMENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,CRNHA
MEASUREMENT_TYPE:4,weight,,MEASUREMENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,EH
MEASUREMENT_TYPE:5,height,,MEASUREMENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,EH
MEASUREMENT_TYPE:6,other,,MEASUREMENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
