conceptid,Value,ValueType,Provider
NEPA_DOC:1,1,sortorder,PRESERVE/scapes
NEPA_DOC:2,2,sortorder,PRESERVE/scapes
NEPA_DOC:3,3,sortorder,PRESERVE/scapes
NEPA_DOC:4,4,sortorder,PRESERVE/scapes
NEPA_DOC:5,5,sortorder,PRESERVE/scapes
NEPA_DOC:6,6,sortorder,PRESERVE/scapes
NEPA_DOC:7,7,sortorder,PRESERVE/scapes
NEPA_DOC:8,8,sortorder,PRESERVE/scapes
NEPA_DOC:9,9,sortorder,PRESERVE/scapes
