conceptid,Value,ValueType,Provider
HA_DES:1,1,sortorder,PRESERVE/scapes
HA_DES:2,2,sortorder,PRESERVE/scapes
HA_DES:3,3,sortorder,PRESERVE/scapes
HA_DES:4,4,sortorder,PRESERVE/scapes
HA_DES:5,5,sortorder,PRESERVE/scapes
HA_DES:6,6,sortorder,PRESERVE/scapes
HA_DES:7,7,sortorder,PRESERVE/scapes
HA_DES:8,8,sortorder,PRESERVE/scapes
HA_DES:9,9,sortorder,PRESERVE/scapes
HA_DES:10,10,sortorder,PRESERVE/scapes
HA_DES:11,11,sortorder,PRESERVE/scapes
