conceptid,Value,ValueType,Provider
GRND_DIST:1,1,sortorder,PRESERVE/scapes
GRND_DIST:2,2,sortorder,PRESERVE/scapes
GRND_DIST:3,3,sortorder,PRESERVE/scapes
GRND_DIST:4,4,sortorder,PRESERVE/scapes
