conceptid,Value,ValueType,Provider
SEC106_AG:1,1,sortorder,PRESERVE/scapes
SEC106_AG:2,2,sortorder,PRESERVE/scapes
SEC106_AG:3,3,sortorder,PRESERVE/scapes
SEC106_AG:4,4,sortorder,PRESERVE/scapes
SEC106_AG:5,5,sortorder,PRESERVE/scapes
SEC106_AG:6,6,sortorder,PRESERVE/scapes
