conceptid,Value,ValueType,Provider
EIS_TYPE:1,1,sortorder,PRESERVE/scapes
EIS_TYPE:2,2,sortorder,PRESERVE/scapes
EIS_TYPE:3,3,sortorder,PRESERVE/scapes
EIS_TYPE:4,4,sortorder,PRESERVE/scapes
EIS_TYPE:5,5,sortorder,PRESERVE/scapes
EIS_TYPE:6,6,sortorder,PRESERVE/scapes
EIS_TYPE:7,7,sortorder,PRESERVE/scapes
