conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
OG_TYPE:1,Land Use,,OTHER_GUIDELINE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
OG_TYPE:2,Transportation,,OTHER_GUIDELINE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
OG_TYPE:3,Sustainability,,OTHER_GUIDELINE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
OG_TYPE:4,Storm Water Management,,OTHER_GUIDELINE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
OG_TYPE:5,Water Quality Management,,OTHER_GUIDELINE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
OG_TYPE:6,Phasing,,OTHER_GUIDELINE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
OG_TYPE:7,Other,,OTHER_GUIDELINE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
