conceptid,Value,ValueType,Provider
AFRH_DET:1,1,sortorder,PRESERVE/scapes
AFRH_DET:2,2,sortorder,PRESERVE/scapes
AFRH_DET:3,3,sortorder,PRESERVE/scapes
