conceptid,Value,ValueType,Provider
CUR_ACT_STAT:1,1,sortorder,PRESERVE/scapes
CUR_ACT_STAT:2,2,sortorder,PRESERVE/scapes
CUR_ACT_STAT:3,3,sortorder,PRESERVE/scapes
CUR_ACT_STAT:4,4,sortorder,PRESERVE/scapes
CUR_ACT_STAT:5,5,sortorder,PRESERVE/scapes
CUR_ACT_STAT:6,6,sortorder,PRESERVE/scapes
