conceptid,Value,ValueType,Provider
SIG_PERIOD:1,1,sortorder,preserveSCAPES
SIG_PERIOD:2,2,sortorder,preserveSCAPES
SIG_PERIOD:3,3,sortorder,preserveSCAPES
SIG_PERIOD:4,4,sortorder,preserveSCAPES
SIG_PERIOD:5,5,sortorder,preserveSCAPES
SIG_PERIOD:6,6,sortorder,preserveSCAPES
SIG_PERIOD:7,7,sortorder,preserveSCAPES
SIG_PERIOD:8,8,sortorder,preserveSCAPES
SIG_PERIOD:9,9,sortorder,preserveSCAPES
SIG_PERIOD:10,10,sortorder,preserveSCAPES
SIG_PERIOD:11,11,sortorder,preserveSCAPES
