conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
CRI_CON:1,Consideration A,,CRITERION_CONSIDERATIONS_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
CRI_CON:2,Consideration B,,CRITERION_CONSIDERATIONS_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
CRI_CON:3,Consideration C,,CRITERION_CONSIDERATIONS_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
CRI_CON:4,Consideration D,,CRITERION_CONSIDERATIONS_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
CRI_CON:5,Consideration E,,CRITERION_CONSIDERATIONS_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
CRI_CON:6,Consideration F,,CRITERION_CONSIDERATIONS_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
CRI_CON:7,Consideration G,,CRITERION_CONSIDERATIONS_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
