conceptid,Value,ValueType,Provider
CONDOC:1,1,sortorder,PRESERVE/scapes
CONDOC:2,2,sortorder,PRESERVE/scapes
CONDOC:3,3,sortorder,PRESERVE/scapes
CONDOC:4,4,sortorder,PRESERVE/scapes
CONDOC:5,5,sortorder,PRESERVE/scapes
CONDOC:6,6,sortorder,PRESERVE/scapes
