conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
MPZ_TYPE:1,Primary Zone,,ZONE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
MPZ_TYPE:2,Subzone,,ZONE_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
