conceptid,Value,ValueType,Provider
SIG_AREA:1,1,sortorder,PRESERVE/scapes
SIG_AREA:2,2,sortorder,PRESERVE/scapes
SIG_AREA:3,3,sortorder,PRESERVE/scapes
SIG_AREA:4,4,sortorder,PRESERVE/scapes
SIG_AREA:5,5,sortorder,PRESERVE/scapes
SIG_AREA:6,6,sortorder,PRESERVE/scapes
SIG_AREA:7,7,sortorder,PRESERVE/scapes
SIG_AREA:8,8,sortorder,PRESERVE/scapes
SIG_AREA:9,9,sortorder,PRESERVE/scapes
