conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
CURRENT_USER:1,AFRH,,CURRENT_USER_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
CURRENT_USER:2,Other,,CURRENT_USER_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
