conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
COMP_SIGNIFICANCE:1,Character-Defining,,COMPONENT_SIGNIFICANCE_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
COMP_SIGNIFICANCE:2,Other,,COMPONENT_SIGNIFICANCE_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
