conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
WUZIT:60,Specimen Trees,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:61,Spring,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:62,Statue,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:63,Storage/Shed,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:64,Stormwater Management Pond,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:65,Substation,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:66,Sundial,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:67,Tank,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:68,Topography,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:69,Transportation-Related Structures,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:70,Tree Cluster,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:71,Tree-Lined Street (Allee),,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:72,Urns,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:73,Utility-Related Object,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:74,Veteran's Medical Hospital,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:75,Vistas and Viewsheds,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:76,Warehouse,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:77,Water Tap,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:78,Water Tower,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:79,Weather Shelter,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
WUZIT:80,Workshop,,WUZIT_AUTHORITY_DOCUMENT.csv,Index,preserveSCAPES
