conceptid,Value,ValueType,Provider
ARP_FI_TYPE:1,1,sortorder,PRESERVE/scapes
ARP_FI_TYPE:2,2,sortorder,PRESERVE/scapes
ARP_FI_TYPE:3,3,sortorder,PRESERVE/scapes
