conceptid,Value,ValueType,Provider
GUIDELINE:1,1,sortorder,PRESERVEscapes
GUIDELINE:14,2,sortorder,PRESERVEscapes
GUIDELINE:26,3,sortorder,PRESERVEscapes
GUIDELINE:32,4,sortorder,PRESERVEscapes
