conceptid,Value,ValueType,Provider
AFRH_DIST_STATUS:1,1,sortorder,PRESERVE/scapes
AFRH_DIST_STATUS:2,2,sortorder,PRESERVE/scapes
AFRH_DIST_STATUS:3,3,sortorder,PRESERVE/scapes
AFRH_DIST_STATUS:4,4,sortorder,PRESERVE/scapes
AFRH_DIST_STATUS:5,5,sortorder,PRESERVE/scapes
