conceptid,Value,ValueType,Provider
NEPA_TYPE:1,1,sortorder,PRESERVE/scapes
NEPA_TYPE:2,2,sortorder,PRESERVE/scapes
NEPA_TYPE:3,3,sortorder,PRESERVE/scapes
NEPA_TYPE:4,4,sortorder,PRESERVE/scapes
NEPA_TYPE:5,5,sortorder,PRESERVE/scapes
