conceptid,Value,ValueType,Provider
DATE_QUAL:1,1,sortorder,PRESERVE/scapes
DATE_QUAL:2,2,sortorder,PRESERVE/scapes
DATE_QUAL:3,3,sortorder,PRESERVE/scapes
