conceptid,Value,ValueType,Provider
ACTB_USE:1,1,sortorder,PRESERVE/scapes
ACTB_USE:2,2,sortorder,PRESERVE/scapes
ACTB_USE:3,3,sortorder,PRESERVE/scapes
ACTB_USE:4,4,sortorder,PRESERVE/scapes
ACTB_USE:5,5,sortorder,PRESERVE/scapes
ACTB_USE:6,6,sortorder,PRESERVE/scapes
ACTB_USE:7,7,sortorder,PRESERVE/scapes
ACTB_USE:8,8,sortorder,PRESERVE/scapes
ACTB_USE:9,9,sortorder,PRESERVE/scapes
ACTB_USE:10,10,sortorder,PRESERVE/scapes
ACTB_USE:11,11,sortorder,PRESERVE/scapes
