conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
ACT_AG:1,AFRH,,ACTION_AGENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
ACT_AG:2,AFRH-W,,ACTION_AGENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
ACT_AG:3,Tenant,,ACTION_AGENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
ACT_AG:4,Resident,,ACTION_AGENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
ACT_AG:5,Developer,,ACTION_AGENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
ACT_AG:6,Permitee,,ACTION_AGENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
ACT_AG:7,Other,,ACTION_AGENT_TYPE_AUTHORITY_DOCUMENT.csv,Index,PRESERVE/scapes
