conceptid,Value,ValueType,Provider
HA_DESC:1,1,sortorder,PRESERVE/scapes
HA_DESC:2,2,sortorder,PRESERVE/scapes
HA_DESC:3,3,sortorder,PRESERVE/scapes
HA_DESC:4,4,sortorder,PRESERVE/scapes
HA_DESC:5,5,sortorder,PRESERVE/scapes
HA_DESC:6,6,sortorder,PRESERVE/scapes
